,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1007,2024-09-28T03:04:15.083Z,41.8708,-126.8324,10.0,5.1,mww,68.0,234.0,1.887,0.91,us,us7000ngxr,2024-10-23T23:21:51.634Z,"206 km WSW of Pistol River, Oregon",earthquake,9.01,2.014,0.044,49.0,reviewed,us,us
1008,2024-09-28T02:15:05.185Z,-6.219,130.1289,145.632,4.1,mb,13.0,136.0,1.7,0.6,us,us6000p019,2024-10-23T02:16:47.040Z,"297 km WSW of Tual, Indonesia",earthquake,13.32,6.862,0.233,7.0,reviewed,us,us
1010,2024-09-28T01:47:42.877Z,-7.502,128.5312,143.99,4.1,mb,14.0,147.0,5.867,0.71,us,us6000p018,2024-10-23T01:57:21.040Z,"203 km NE of Lospalos, Timor Leste",earthquake,13.46,9.514,0.214,7.0,reviewed,us,us
1013,2024-09-27T23:47:54.748Z,9.0388,40.0402,10.266,4.5,mb,24.0,111.0,1.352,0.53,us,us6000nzkm,2024-10-22T00:13:26.040Z,"15 km WNW of Āwash, Ethiopia",earthquake,9.36,5.027,0.15,13.0,reviewed,us,us
1014,2024-09-27T23:45:24.450Z,8.8155,40.077,8.867,4.5,mb,36.0,132.0,1.383,0.57,us,us7000ngx8,2024-10-22T00:16:20.794Z,"19 km ESE of Metahāra, Ethiopia",earthquake,11.44,5.439,0.105,27.0,reviewed,us,us
1015,2024-09-27T23:39:25.862Z,11.0456,-62.6093,118.671,4.8,mb,114.0,52.0,1.429,0.52,us,us7000ngx7,2024-10-22T00:27:27.460Z,"57 km NNE of Yaguaraparo, Venezuela",earthquake,7.46,2.721,0.053,109.0,reviewed,us,us
1016,2024-09-27T22:22:50.828Z,53.9944,158.7924,145.775,4.6,mb,140.0,105.0,0.977,0.62,us,us7000ngwt,2024-10-22T00:40:12.040Z,"78 km S of Mil’kovo, Russia",earthquake,11.38,8.646,0.049,124.0,reviewed,us,us
1017,2024-09-27T22:09:54.253Z,24.0793,125.1869,26.383,4.3,mb,24.0,122.0,0.919,0.31,us,us6000nzki,2024-10-22T00:49:28.040Z,"79 km S of Miyakojima, Japan",earthquake,8.1,6.587,0.148,13.0,reviewed,us,us
1018,2024-09-27T22:05:50.980Z,-31.6674,-178.4887,35.0,4.1,mb,12.0,166.0,2.447,1.08,us,us6000nzkn,2024-10-22T00:57:13.040Z,Kermadec Islands region,earthquake,13.42,1.917,0.184,8.0,reviewed,us,us
1019,2024-09-27T22:04:26.006Z,-19.378,169.0156,146.283,4.6,mb,30.0,129.0,3.537,0.71,us,us7000ngwr,2024-10-22T01:01:16.040Z,"33 km WNW of Isangel, Vanuatu",earthquake,10.49,8.278,0.112,24.0,reviewed,us,us
1020,2024-09-27T21:56:48.177Z,-22.9451,-177.1964,165.627,5.2,mww,140.0,65.0,2.597,0.63,us,us7000ngwn,2024-10-23T00:39:48.040Z,"277 km SW of Houma, Tonga",earthquake,11.02,5.358,0.073,18.0,reviewed,us,us
1022,2024-09-27T20:47:31.879Z,-18.1834,-177.6801,629.523,4.3,mb,44.0,118.0,3.877,0.68,us,us6000nzkg,2024-10-23T19:29:32.040Z,Fiji region,earthquake,13.65,9.073,0.079,54.0,reviewed,us,us
1025,2024-09-27T18:59:08.093Z,-22.6197,-67.6906,145.818,4.5,mb,54.0,50.0,1.654,0.76,us,us7000ngw0,2024-10-23T19:00:29.040Z,"61 km ENE of San Pedro de Atacama, Chile",earthquake,6.95,7.405,0.08,50.0,reviewed,us,us
1026,2024-09-27T18:49:35.656Z,-27.3977,-71.9484,10.0,4.6,mb,19.0,147.0,1.116,0.4,us,us7000ngvy,2024-10-23T18:42:39.040Z,"159 km W of Copiapó, Chile",earthquake,4.42,1.914,0.192,9.0,reviewed,us,us
1027,2024-09-27T18:40:45.210Z,-17.7639,-178.7797,570.77,4.1,mb,23.0,163.0,3.018,0.55,us,us6000nzke,2024-10-23T18:28:05.040Z,"204 km E of Levuka, Fiji",earthquake,18.88,12.63,0.126,18.0,reviewed,us,us
1028,2024-09-27T18:35:22.035Z,-41.2103,-90.1998,10.0,5.0,mww,69.0,129.0,13.983,0.61,us,us7000ngy9,2024-10-23T18:23:46.040Z,southeast of Easter Island,earthquake,12.18,1.856,0.08,15.0,reviewed,us,us
1030,2024-09-27T15:45:19.335Z,-22.5992,-112.5224,10.0,4.5,mb,19.0,174.0,5.336,0.75,us,us6000nzk9,2024-10-19T20:04:42.040Z,Easter Island region,earthquake,14.01,1.94,0.145,15.0,reviewed,us,us
1031,2024-09-27T15:24:35.730Z,-27.9677,-13.4,10.0,4.5,mb,16.0,109.0,13.893,0.7,us,us6000nzk8,2024-10-19T19:59:31.040Z,southern Mid-Atlantic Ridge,earthquake,13.87,1.899,0.15,15.0,reviewed,us,us
1032,2024-09-27T15:08:40.721Z,7.8256,126.4834,101.27,4.3,mb,31.0,128.0,1.17,0.9,us,us6000nzk7,2024-10-19T19:55:20.040Z,"5 km NE of Cateel, Philippines",earthquake,9.03,8.648,0.113,22.0,reviewed,us,us
1033,2024-09-27T14:58:07.869Z,-19.9659,169.2946,99.54,5.1,mww,93.0,68.0,3.147,0.68,us,us7000ngth,2024-10-19T12:24:12.040Z,"46 km S of Isangel, Vanuatu",earthquake,8.32,6.442,0.071,19.0,reviewed,us,us
1034,2024-09-27T14:39:09.308Z,-8.4392,121.2273,190.401,4.4,mb,13.0,127.0,1.018,0.34,us,us7000ngtf,2024-10-13T10:16:53.040Z,"65 km NW of Ende, Indonesia",earthquake,15.92,10.84,0.178,9.0,reviewed,us,us
1036,2024-09-27T13:50:28.337Z,12.4907,142.7427,54.767,4.8,mb,60.0,71.0,4.025,0.71,us,us7000ngt9,2024-10-13T12:38:04.040Z,"225 km WSW of Merizo Village, Guam",earthquake,11.02,7.32,0.063,82.0,reviewed,us,us
1037,2024-09-27T13:43:56.030Z,-28.0492,-13.3193,10.0,4.6,mb,48.0,60.0,9.033,0.77,us,us7000ngvs,2024-10-19T10:40:04.040Z,southern Mid-Atlantic Ridge,earthquake,10.18,1.868,0.083,45.0,reviewed,us,us
1040,2024-09-27T12:20:07.169Z,9.1917,40.0339,10.0,4.5,mb,28.0,111.0,3.614,0.69,us,us7000ngt3,2024-10-13T11:43:25.040Z,"27 km NNW of Āwash, Ethiopia",earthquake,7.02,1.934,0.113,23.0,reviewed,us,us
1041,2024-09-27T11:20:17.262Z,-30.8542,-179.7165,355.043,5.2,mb,76.0,65.0,2.223,0.84,us,us7000ngsr,2024-10-13T11:31:45.040Z,Kermadec Islands region,earthquake,10.43,6.165,0.033,307.0,reviewed,us,us
1042,2024-09-27T10:44:18.707Z,-24.9172,178.6504,599.12,4.6,mb,75.0,129.0,5.28,0.69,us,us7000ngsn,2024-10-23T10:56:54.040Z,south of the Fiji Islands,earthquake,13.6,8.042,0.07,60.0,reviewed,us,us
1043,2024-09-27T09:37:25.922Z,-13.5682,-171.4086,10.0,4.6,mb,22.0,72.0,0.496,0.62,us,us7000ngsh,2024-10-23T11:10:15.090Z,"39 km NNE of Lufilufi, Samoa",earthquake,4.48,1.878,0.165,12.0,reviewed,us,us
1045,2024-09-27T08:42:35.164Z,54.9844,162.784,10.0,4.5,mb,37.0,133.0,3.132,0.53,us,us6000nzjv,2024-10-19T06:36:52.040Z,"139 km S of Ust’-Kamchatsk Staryy, Russia",earthquake,12.29,1.896,0.063,74.0,reviewed,us,us
1046,2024-09-27T08:22:03.330Z,-24.072,-67.0061,203.439,4.3,mb,18.0,95.0,2.59,0.5,us,us7000ngs4,2024-10-19T11:24:34.040Z,"71 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.5,10.262,0.168,10.0,reviewed,us,us
1047,2024-09-27T08:17:18.242Z,-21.9094,-68.3217,126.082,4.3,mb,32.0,100.0,0.862,0.87,us,us7000ngs0,2024-10-19T11:18:37.040Z,"76 km S of Ollagüe, Chile",earthquake,7.4,7.118,0.102,27.0,reviewed,us,us
1049,2024-09-27T07:16:45.613Z,9.8112,122.173,35.973,4.2,mb,19.0,126.0,8.753,0.58,us,us6000nzjy,2024-10-19T07:23:17.040Z,"24 km W of Cartagena, Philippines",earthquake,16.78,8.372,0.158,11.0,reviewed,us,us
1050,2024-09-27T06:35:29.531Z,78.6967,-19.7276,9.808,4.4,mb,42.0,69.0,6.115,0.84,us,us7000ngri,2024-10-19T10:58:43.040Z,eastern Greenland,earthquake,8.8,5.195,0.096,31.0,reviewed,us,us
1051,2024-09-27T05:56:45.449Z,-20.801,-67.4429,180.84,4.3,mb,45.0,85.0,1.733,0.89,us,us7000ngra,2024-10-19T10:28:48.040Z,"74 km WSW of Uyuni, Bolivia",earthquake,7.62,8.113,0.086,38.0,reviewed,us,us
1052,2024-09-27T05:40:55.437Z,-7.2216,147.3712,56.729,4.9,mb,39.0,105.0,2.179,0.81,us,us7000ngr9,2024-10-19T10:24:54.040Z,"68 km SE of Lae, Papua New Guinea",earthquake,5.59,7.516,0.073,59.0,reviewed,us,us
1054,2024-09-27T05:04:50.978Z,19.8755,121.5657,60.954,4.2,mb,21.0,126.0,2.962,0.9,us,us6000nzjr,2024-10-19T05:40:49.040Z,"76 km SSW of Basco, Philippines",earthquake,12.73,9.019,0.159,11.0,reviewed,us,us
1055,2024-09-27T04:36:19.941Z,8.8728,39.9797,10.0,4.9,mb,52.0,170.0,1.285,0.82,us,us7000ngr4,2024-10-23T22:06:51.269Z,"7 km ESE of Metahāra, Ethiopia",earthquake,11.24,1.922,0.075,56.0,reviewed,us,us
1056,2024-09-27T04:19:41.879Z,52.737,160.3409,55.571,4.2,mb,27.0,160.0,1.064,1.23,us,us6000nzjq,2024-10-19T00:29:07.040Z,"120 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.26,6.193,0.132,17.0,reviewed,us,us
1057,2024-09-27T03:41:20.362Z,11.7936,-87.7755,35.0,4.4,mb,25.0,164.0,1.162,0.84,us,us6000nzkq,2024-10-18T22:24:05.040Z,"100 km SW of Corinto, Nicaragua",earthquake,4.8,1.959,0.131,19.0,reviewed,us,us
1058,2024-09-27T03:39:31.307Z,11.8508,-87.6571,43.274,5.0,mww,73.0,83.0,1.046,0.98,us,us7000ngr0,2024-10-23T21:58:58.040Z,"87 km SW of Corinto, Nicaragua",earthquake,3.66,5.984,0.05,38.0,reviewed,us,us
1059,2024-09-27T02:56:29.833Z,17.9829,-96.5883,78.746,4.2,mb,41.0,61.0,0.467,1.07,us,us7000ngqq,2024-10-23T21:50:47.226Z,"7 km W of Flor Batavia, Mexico",earthquake,3.78,6.008,0.053,100.0,reviewed,us,us
1060,2024-09-27T02:23:00.926Z,-11.0022,161.4331,10.0,5.2,mww,44.0,43.0,2.134,0.94,us,us7000ngqn,2024-10-23T21:37:27.040Z,"80 km SW of Kirakira, Solomon Islands",earthquake,9.0,1.53,0.075,17.0,reviewed,us,us
1062,2024-09-27T01:35:43.588Z,-11.5525,-13.506,10.0,4.9,mb,35.0,74.0,2.81,0.74,us,us7000ngrc,2024-10-23T21:04:28.040Z,Ascension Island region,earthquake,10.28,1.854,0.102,30.0,reviewed,us,us
1063,2024-09-27T01:14:17.360Z,19.635,-68.614,83.0,4.18,md,18.0,210.0,0.67,0.44,pr,pr2024271000,2024-10-23T21:01:26.040Z,"85 km NNE of Miches, Dominican Republic",earthquake,5.34,13.51,0.08,15.0,reviewed,pr,pr
1064,2024-09-27T00:32:30.839Z,-17.6828,-178.7838,566.828,4.2,mb,44.0,122.0,3.016,0.62,us,us7000ngqb,2024-10-21T03:57:21.040Z,"205 km ENE of Levuka, Fiji",earthquake,12.39,7.87,0.09,34.0,reviewed,us,us
1068,2024-09-26T23:27:42.432Z,8.2939,127.4205,10.0,4.7,mb,61.0,116.0,2.193,0.84,us,us7000ngpz,2024-10-23T01:34:23.040Z,"109 km E of Barcelona, Philippines",earthquake,9.6,1.861,0.058,92.0,reviewed,us,us
1069,2024-09-26T23:16:59.169Z,-22.9221,-70.4611,35.0,4.4,mb,22.0,163.0,0.595,0.7,us,us7000ngpx,2024-10-23T01:50:00.040Z,"19 km N of Mejillones, Chile",earthquake,5.15,1.954,0.267,4.0,reviewed,us,us
1071,2024-09-26T22:02:01.336Z,-41.479,-86.414,10.0,5.1,mb,86.0,39.0,10.093,0.89,us,us7000ngpk,2024-10-23T01:28:13.040Z,West Chile Rise,earthquake,11.06,1.771,0.042,183.0,reviewed,us,us
1072,2024-09-26T21:33:19.237Z,-18.7955,-178.1486,469.565,4.1,mb,32.0,48.0,3.758,0.85,us,us7000ngpg,2024-10-23T01:22:35.040Z,"279 km ESE of Levuka, Fiji",earthquake,13.15,5.844,0.117,20.0,reviewed,us,us
1074,2024-09-26T20:41:59.702Z,-17.6368,-178.8007,558.732,4.3,mb,50.0,41.0,3.374,0.56,us,us7000ngp8,2024-10-18T18:22:13.040Z,"205 km ENE of Levuka, Fiji",earthquake,12.11,8.549,0.088,36.0,reviewed,us,us
1075,2024-09-26T19:31:19.086Z,17.494,-94.6922,143.978,4.4,mb,29.0,122.0,0.55,0.93,us,us7000ngmw,2024-10-18T16:00:34.040Z,"2 km E of Vicente Guerrero, Mexico",earthquake,3.27,7.351,0.084,41.0,reviewed,us,us
1076,2024-09-26T19:19:28.664Z,-17.199,66.5336,10.0,6.3,mww,105.0,29.0,3.934,0.84,us,us7000ngmr,2024-10-18T18:21:44.667Z,Mauritius - Reunion region,earthquake,8.08,1.805,0.041,56.0,reviewed,us,us
1077,2024-09-26T19:03:01.511Z,18.0901,-100.4782,64.044,5.0,mb,146.0,127.0,1.583,0.82,us,us7000ngme,2024-10-19T14:08:50.868Z,"6 km S of Ajuchitlán del Progreso, Mexico",earthquake,6.79,7.317,0.035,272.0,reviewed,us,us
1080,2024-09-26T17:05:41.255Z,-5.4969,146.9331,222.99,4.3,mb,30.0,143.0,3.458,0.85,us,us7000ngll,2024-10-18T16:48:18.040Z,"130 km ESE of Madang, Papua New Guinea",earthquake,6.43,8.476,0.113,22.0,reviewed,us,us
1082,2024-09-26T13:33:53.112Z,-4.531,153.1304,10.0,4.2,mb,19.0,159.0,6.262,1.05,us,us6000nzdd,2024-10-19T19:46:13.040Z,"97 km ESE of Kokopo, Papua New Guinea",earthquake,8.96,1.895,0.137,16.0,reviewed,us,us
1085,2024-09-26T12:05:15.614Z,-17.3779,-70.8303,10.0,4.3,mb,26.0,145.0,1.092,1.29,us,us7000ngjb,2024-10-22T08:26:16.040Z,"20 km SSE of San Antonio, Peru",earthquake,5.72,1.849,0.177,9.0,reviewed,us,us
1087,2024-09-26T11:00:47.274Z,25.9504,92.5251,10.0,4.3,mb,37.0,132.0,5.207,1.28,us,us7000ngj5,2024-10-22T08:37:50.780Z,"31 km S of Rahā, India",earthquake,3.52,1.904,0.107,25.0,reviewed,us,us
1089,2024-09-26T10:49:07.233Z,39.7573,143.4322,45.43,4.4,mb,31.0,134.0,2.084,0.74,us,us6000nzd9,2024-10-22T10:49:54.040Z,"128 km E of Miyako, Japan",earthquake,7.77,7.777,0.149,13.0,reviewed,us,us
1090,2024-09-26T10:07:16.143Z,-16.7005,-72.0418,87.979,4.4,mb,43.0,137.0,2.321,1.2,us,us7000ngis,2024-10-22T10:57:43.662Z,"23 km SSE of Santa Rita de Siguas, Peru",earthquake,8.58,8.276,0.109,24.0,reviewed,us,us
1091,2024-09-26T08:33:10.175Z,19.0092,146.4971,79.956,4.9,mb,126.0,79.0,3.808,0.65,us,us7000ngij,2024-10-19T05:45:13.040Z,Mariana Islands region,earthquake,10.09,7.347,0.053,111.0,reviewed,us,us
1093,2024-09-26T07:54:31.667Z,12.3575,-88.0397,54.484,4.7,mb,102.0,148.0,1.139,0.95,us,us7000ngi9,2024-10-19T06:11:29.040Z,"77 km SW of Jiquilillo, Nicaragua",earthquake,5.13,8.761,0.056,95.0,reviewed,us,us
1095,2024-09-26T07:01:09.492Z,42.8351,145.1334,50.0,5.5,mww,240.0,83.0,1.677,0.63,us,us7000ngi1,2024-10-19T06:59:39.600Z,"31 km SE of Akkeshi, Japan",earthquake,6.8,1.71,0.071,19.0,reviewed,us,us
1096,2024-09-26T07:01:06.669Z,47.9889,155.05,10.0,4.3,mb,19.0,227.0,5.396,0.61,us,us6000nzd5,2024-10-19T07:11:57.040Z,east of the Kuril Islands,earthquake,16.19,1.995,0.177,12.0,reviewed,us,us
1099,2024-09-26T03:47:32.781Z,-23.4617,-67.071,252.574,4.2,mb,24.0,104.0,2.423,0.48,us,us7000nghc,2024-10-20T00:29:32.040Z,"113 km NW of San Antonio de los Cobres, Argentina",earthquake,11.29,13.767,0.215,6.0,reviewed,us,us
1103,2024-09-26T01:40:51.600Z,27.6432,143.0633,10.0,4.8,mb,112.0,117.0,0.953,0.64,us,us7000nggx,2024-10-20T00:22:18.040Z,"Bonin Islands, Japan region",earthquake,8.14,1.872,0.057,98.0,reviewed,us,us
1104,2024-09-26T01:17:17.003Z,0.5654,99.7589,150.106,4.6,mb,68.0,139.0,2.273,0.93,us,us7000nggw,2024-10-19T21:20:43.040Z,"105 km SSE of Padangsidempuan, Indonesia",earthquake,7.66,7.832,0.075,53.0,reviewed,us,us
1106,2024-09-25T23:24:16.311Z,14.1382,-93.4043,10.0,4.1,mb,28.0,204.0,2.457,1.02,us,us7000nggp,2024-09-26T05:23:52.337Z,"124 km WSW of Puerto Madero, Mexico",earthquake,8.21,1.94,0.091,33.0,reviewed,us,us
1111,2024-09-25T21:12:29.614Z,-28.5022,-69.4005,101.697,4.4,mwr,44.0,49.0,1.249,1.19,us,us7000ngg1,2024-09-25T21:41:47.040Z,"120 km WNW of Vinchina, Argentina",earthquake,6.79,6.946,0.065,23.0,reviewed,us,us
1112,2024-09-25T21:10:39.972Z,-21.6459,169.2794,10.0,4.7,mb,45.0,93.0,1.953,0.58,us,us7000ngg2,2024-09-25T23:38:36.040Z,"145 km E of Tadine, New Caledonia",earthquake,5.09,1.88,0.079,49.0,reviewed,us,us
1113,2024-09-25T20:42:17.255Z,-15.3021,168.0552,10.0,4.6,mb,26.0,129.0,6.333,0.94,us,us7000ngeh,2024-10-20T16:25:36.040Z,"98 km ENE of Luganville, Vanuatu",earthquake,11.95,1.895,0.119,21.0,reviewed,us,us
1114,2024-09-25T18:01:48.431Z,55.4405,163.7706,10.0,4.1,mb,50.0,70.0,3.859,0.68,us,us7000ng7k,2024-10-20T16:15:03.040Z,"119 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,9.75,1.885,0.087,36.0,reviewed,us,us
1116,2024-09-25T16:24:05.762Z,3.2728,126.8458,56.51,4.3,mb,22.0,141.0,2.538,0.85,us,us6000nz40,2024-10-19T03:11:54.040Z,"214 km NW of Tobelo, Indonesia",earthquake,8.9,9.328,0.137,15.0,reviewed,us,us
1117,2024-09-25T16:17:53.939Z,3.4933,126.9349,47.295,4.6,mb,61.0,78.0,2.737,0.88,us,us7000ng70,2024-10-19T21:02:11.040Z,"228 km NNW of Tobelo, Indonesia",earthquake,7.0,7.244,0.08,47.0,reviewed,us,us
1118,2024-09-25T15:59:39.004Z,-14.9258,168.3922,10.0,4.4,mb,20.0,204.0,6.825,0.97,us,us6000nz41,2024-10-19T03:17:52.040Z,"142 km E of Port-Olry, Vanuatu",earthquake,12.61,1.966,0.148,13.0,reviewed,us,us
1120,2024-09-25T14:28:00.167Z,32.4949,70.2205,10.0,4.2,mb,37.0,183.0,2.807,0.62,us,us7000ng5l,2024-10-23T17:59:42.040Z,"22 km SSW of Gulishah Kach, Pakistan",earthquake,10.77,1.961,0.132,17.0,reviewed,us,us
1121,2024-09-25T14:01:05.080Z,-57.6396,-6.9188,10.0,5.3,mb,71.0,78.0,14.191,0.52,us,us7000ng5k,2024-10-23T07:56:59.040Z,southern Mid-Atlantic Ridge,earthquake,11.06,1.869,0.068,72.0,reviewed,us,us
1123,2024-09-25T13:11:39.617Z,-17.451,167.9441,35.0,4.9,mb,52.0,73.0,4.635,0.29,us,us7000ng5d,2024-10-23T08:38:46.815Z,"50 km NW of Port-Vila, Vanuatu",earthquake,7.19,1.812,0.091,42.0,reviewed,us,us
1124,2024-09-25T13:02:13.816Z,27.8789,131.5568,10.0,4.7,mb,101.0,59.0,2.072,0.39,us,us7000ng5a,2024-10-23T12:44:41.040Z,"202 km ESE of Tatsugō, Japan",earthquake,5.54,1.777,0.064,75.0,reviewed,us,us
1125,2024-09-25T12:42:34.978Z,4.2516,127.7292,107.566,4.4,mb,21.0,100.0,3.475,0.62,us,us6000nz3t,2024-10-20T07:20:27.040Z,"280 km N of Tobelo, Indonesia",earthquake,9.66,9.721,0.148,13.0,reviewed,us,us
1127,2024-09-25T11:53:32.668Z,41.6545,88.8129,10.0,4.5,mb,24.0,125.0,6.454,0.72,us,us6000nz3q,2024-10-20T07:09:01.040Z,"146 km SSW of Turpan, China",earthquake,8.94,1.963,0.151,13.0,reviewed,us,us
1128,2024-09-25T11:50:04.399Z,38.2303,42.6099,10.0,4.4,mwr,96.0,85.0,0.362,0.58,us,us7000ng4v,2024-10-20T07:05:17.040Z,"16 km E of Hizan, Turkey",earthquake,5.51,1.882,0.059,28.0,reviewed,us,us
1130,2024-09-25T11:37:44.064Z,13.8177,120.5629,102.749,4.3,mb,22.0,153.0,9.549,0.82,us,us6000nz3p,2024-10-20T06:52:29.040Z,"7 km WSW of Calatagan, Philippines",earthquake,12.32,9.905,0.142,14.0,reviewed,us,us
1131,2024-09-25T10:59:54.627Z,-50.002,111.6452,10.0,4.3,mb,12.0,145.0,25.657,0.6,us,us6000nz3n,2024-10-20T06:48:37.040Z,southeast Indian Ridge,earthquake,10.33,1.932,0.168,10.0,reviewed,us,us
1132,2024-09-25T10:57:04.038Z,-50.0376,111.7084,10.0,4.5,mb,17.0,144.0,16.299,0.32,us,us6000nz3m,2024-10-20T06:44:32.040Z,southeast Indian Ridge,earthquake,17.48,1.932,0.14,15.0,reviewed,us,us
1134,2024-09-25T09:55:50.100Z,-13.0709,-14.5377,10.0,4.4,mb,15.0,81.0,5.109,1.01,us,us6000nz3k,2024-10-20T06:37:29.040Z,southern Mid-Atlantic Ridge,earthquake,6.45,1.893,0.149,13.0,reviewed,us,us
1136,2024-09-25T09:07:07.155Z,12.5325,123.6961,10.0,4.6,mb,23.0,126.0,5.736,0.47,us,us6000nz3j,2024-10-19T05:33:01.040Z,"4 km WSW of Luna, Philippines",earthquake,10.14,1.828,0.141,15.0,reviewed,us,us
1139,2024-09-25T06:43:21.209Z,14.3393,-93.2518,10.0,5.3,mww,108.0,69.0,1.252,1.04,us,us7000ng3m,2024-10-23T08:13:00.551Z,"98 km WSW of Puerto Madero, Mexico",earthquake,5.23,1.784,0.046,46.0,reviewed,us,us
1141,2024-09-25T05:36:31.965Z,-6.5606,130.7154,87.62,4.4,mb,25.0,77.0,2.18,0.59,us,us7000ng3h,2024-10-23T10:06:00.040Z,"247 km WSW of Tual, Indonesia",earthquake,7.07,10.431,0.179,9.0,reviewed,us,us
1143,2024-09-25T02:11:34.607Z,14.2007,-93.3792,10.0,4.5,mb,72.0,181.0,1.802,0.97,us,us7000ng2u,2024-10-23T01:14:01.040Z,"118 km WSW of Puerto Madero, Mexico",earthquake,6.58,1.756,0.042,164.0,reviewed,us,us
1144,2024-09-25T02:04:21.978Z,-11.2484,162.0728,10.0,4.6,mb,36.0,108.0,2.758,0.74,us,us7000ng2t,2024-10-23T01:07:44.040Z,"89 km S of Kirakira, Solomon Islands",earthquake,10.24,1.89,0.111,29.0,reviewed,us,us
1145,2024-09-25T01:57:29.446Z,-21.1876,-70.2973,75.524,4.4,mb,30.0,119.0,0.389,0.67,us,us7000ng2s,2024-10-23T01:43:07.027Z,"100 km N of Tocopilla, Chile",earthquake,7.08,5.634,0.126,18.0,reviewed,us,us
1147,2024-09-24T22:18:33.024Z,-37.2391,-74.4386,10.0,4.3,mb,34.0,200.0,2.6,0.91,us,us7000ng1m,2024-10-19T05:24:18.040Z,"80 km WNW of Lebu, Chile",earthquake,7.71,1.976,0.201,7.0,reviewed,us,us
1148,2024-09-24T21:58:08.977Z,-16.93,-176.9162,10.0,5.1,mb,181.0,50.0,2.854,0.67,us,us7000ng1k,2024-10-19T04:31:46.040Z,Fiji region,earthquake,7.13,1.794,0.044,165.0,reviewed,us,us
1149,2024-09-24T21:54:11.203Z,-16.7653,-177.1504,10.0,4.8,mb,15.0,118.0,2.616,1.05,us,us6000nz2s,2024-10-19T03:46:18.040Z,"290 km SSE of Alo, Wallis and Futuna",earthquake,6.57,1.912,0.185,9.0,reviewed,us,us
1152,2024-09-24T17:07:41.507Z,41.5785,143.2834,48.073,4.5,mb,49.0,102.0,0.446,0.65,us,us7000nfz4,2024-10-17T20:04:23.040Z,"68 km SSE of Honchō, Japan",earthquake,5.78,5.624,0.088,38.0,reviewed,us,us
1153,2024-09-24T15:19:36.138Z,52.7489,-34.2616,10.0,4.3,mb,32.0,163.0,11.351,0.48,us,us6000nz2j,2024-10-22T18:19:49.040Z,Reykjanes Ridge,earthquake,13.54,1.958,0.108,25.0,reviewed,us,us
1155,2024-09-24T14:24:26.797Z,-25.8637,-70.8686,51.924,5.2,mww,186.0,41.0,0.373,0.72,us,us6000nu2l,2024-10-22T17:17:03.514Z,"63 km SW of Taltal, Chile",earthquake,7.32,3.909,0.057,30.0,reviewed,us,us
1157,2024-09-24T13:32:08.245Z,-56.4686,-27.537,110.526,4.6,mb,19.0,184.0,5.553,0.58,us,us6000nu2f,2024-10-22T16:19:12.040Z,South Sandwich Islands region,earthquake,17.96,11.026,0.136,16.0,reviewed,us,us
1158,2024-09-24T10:58:37.972Z,-4.337,143.1614,92.18,4.9,mb,85.0,39.0,3.049,0.46,us,us6000nu21,2024-10-23T12:00:43.040Z,"40 km ESE of Ambunti, Papua New Guinea",earthquake,7.35,7.041,0.063,79.0,reviewed,us,us
1159,2024-09-24T10:37:50.107Z,21.124,94.9956,128.814,4.5,mb,109.0,59.0,4.566,0.42,us,us6000nu1v,2024-10-23T11:41:18.040Z,"25 km SSW of Pakokku, Myanmar",earthquake,10.3,6.843,0.056,93.0,reviewed,us,us
1160,2024-09-24T09:24:24.060Z,12.6154,93.5592,86.076,4.6,mb,75.0,67.0,5.691,0.36,us,us6000nu1i,2024-10-23T18:12:10.040Z,"136 km NE of Bamboo Flat, India",earthquake,10.11,6.557,0.071,60.0,reviewed,us,us
1161,2024-09-24T08:36:09.009Z,-27.2935,-175.9334,28.238,4.6,mb,33.0,108.0,2.622,1.03,us,us6000nu1f,2024-10-23T10:13:05.040Z,Kermadec Islands region,earthquake,11.33,7.477,0.107,26.0,reviewed,us,us
1166,2024-09-24T07:06:49.659Z,37.9089,142.0253,56.84,4.4,mb,24.0,134.0,2.971,0.59,us,us6000nz29,2024-10-21T09:55:46.040Z,"78 km SE of Onagawa Chō, Japan",earthquake,10.27,8.811,0.155,12.0,reviewed,us,us
1167,2024-09-24T06:59:45.329Z,-25.434,-115.9103,10.0,4.8,mb,77.0,163.0,6.139,0.85,us,us6000nu14,2024-10-13T11:28:54.040Z,southern East Pacific Rise,earthquake,14.77,1.927,0.043,170.0,reviewed,us,us
1169,2024-09-24T06:00:54.512Z,31.4478,139.9938,71.952,4.7,mb,44.0,134.0,4.614,0.9,us,us6000nu0y,2024-10-19T11:14:42.040Z,"Izu Islands, Japan region",earthquake,10.11,8.396,0.106,27.0,reviewed,us,us
1170,2024-09-24T05:46:57.136Z,-24.3127,-67.3024,194.822,4.2,mb,26.0,135.0,2.246,0.96,us,us6000nu0u,2024-10-13T11:10:45.040Z,"100 km W of San Antonio de los Cobres, Argentina",earthquake,4.58,10.386,0.176,9.0,reviewed,us,us
